sample_name	shotgun_woltka_reads
12201.skin.foot.A.1.zymoMA.L	173787.0
12201.oral.human.N.2.zymoMA.H	173262.0
12201.stool.human.J.1.3.nucleomag.H	172963.0
12201.uriF.E.1.homebrew.L	168464.0
12201.tissue.mouse.P.2.pro.H	167361.0
12201.mock.community.d5.microbiome.H	163788.0
12201.stool.mouse.J.1.homebrew.H	162648.0
12201.stool.mouse.K.3.standard.H	160974.0
12201.skin.foot.B.3.microbiome.L	159523.0
12201.tissue.mouse.P.3.pro.H	158430.0
12201.s.lf.A.2.homebrew.L	158007.0
12201.stool.mouse.K.3.norgen.H	157713.0
12201.stool.mouse.K.2.norgen.H	157353.0
12201.oral.human.E.2.magmax.H	156972.0
12201.stool.cat.N.2.pro.H	156722.0
12201.mc.d2.1.homebrew.L	154936.0
12201.oral.human.L.1.nucleomag.H	154851.0
12201.oral.human.N.2.powersoil.H	153748.0
12201.oral.human.A.1.standard.H	150078.0
12201.skin.armpit.C.3.nucleomag.L	148121.0
12201.stool.cat.L.3.norgen.H	148045.0
12201.mock.community.d4.3.microbiome.L	147944.0
12201.skin.armpit.C.3.microbiome.L	147926.0
12201.uriF.F.3.homebrew.L	147390.0
12201.soil.rhizosphere.I.2.nucleomag.H	146684.0
12201.stool.mouse.K.2.magmax.H	146423.0
12201.oral.human.B.2.standard.H	145785.0
12201.stool.mouse.J.2.norgen.H	143469.0
12201.oral.human.D.3.magmax.H	141151.0
12201.oral.human.A.3.pro.H	140748.0
12201.stool.mouse.J.1.standard.H	139097.0
12201.tissue.mouse.O.2.pro.H	138742.0
12201.oral.human.B.1.zymoMA.H	137308.0
12201.built.keyboard.A.1.1.nucleomag.L	136690.0
12201.mc.d3.1.magmax.L	136478.0
12201.oral.human.L.3.microbiome.H	135227.0
12201.mc.d1.2.pro.L	135165.0
12201.oral.human.N.1.powersoil.H	133785.0
12201.mock.community.d4.2.microbiome.L	133222.0
12201.oral.human.D.2.powersoil.H	131568.0
12201.oral.human.C.3.standard.H	130936.0
12201.oral.human.C.1.pro.H	130817.0
12201.stool.cat.M.1.norgen.H	130053.0
12201.oral.human.D.3.powersoil.H	129946.0
12201.stool.mouse.M.3.microbiome.H	129096.0
12201.oral.human.C.2.homebrew.H	128919.0
12201.s.la.C.2.homebrew.L	128765.0
12201.oral.human.B.1.microbiome.H	128038.0
12201.oral.human.B.3.zymoMA.H	128008.0
12201.s.la.C.2.standard.L	126357.0
12201.oral.human.C.1.homebrew.H	125683.0
12201.urine.female.D.3.nucleomag.L	125506.0
12201.oral.human.D.1.magmax.H	125461.0
12201.food.kimchi.1.3.norgen.H	125110.0
12201.tissue.mouse.O.1.pro.H	124530.0
12201.oral.human.N.2.nucleomag.H	124493.0
12201.oral.human.C.2.pro.H	124247.0
12201.stool.mouse.J.3.norgen.H	124053.0
12201.stool.mouse.K.1.norgen.H	123163.0
12201.oral.human.D.1.powersoil.H	122845.0
12201.mc.d1.3.norgen.L	122741.0
12201.tissue.mouse.R.1.nucleomag.H	122637.0
12201.s.lf.C.2.magmax.L	121339.0
12201.mock.community.d8.powersoil.H	120087.0
12201.oral.human.D.2.pro.H	119081.0
12201.stool.human.A.3.norgen.H	119003.0
12201.stool.mouse.J.3.magmax.H	118040.0
12201.s.lf.C.1.magmax.L	114060.0
12201.tissue.mouse.P.1.pro.H	113392.0
12201.built.keyboard.A.1.2.nucleomag.L	112708.0
12201.oral.human.B.2.zymoMA.H	112140.0
12201.built.keyboard.A.1.1.microbiome.L	110678.0
12201.skin.foot.A.2.microbiome.L	110217.0
12201.stool.mouse.J.3.standard.H	108547.0
12201.stool.mouse.J.2.standard.H	107557.0
12201.skin.foot.B.1.microbiome.L	107357.0
12201.tissue.mouse.Q.1.nucleomag.H	104196.0
12201.oral.human.C.2.norgen.H	103864.0
12201.food.yogurt.2.2.norgen.H	102830.0
12201.stool.cat.N.1.norgen.H	102211.0
12201.stool.mouse.K.1.magmax.H	101751.0
12201.oral.human.E.1.magmax.H	100616.0
12201.skin.foot.B.2.zymoMA.L	100427.0
12201.built.keyboard.A.1.2.microbiome.L	99510.0
12201.skin.armpit.C.2.zymoMA.L	99314.0
12201.soil.rhizosphere.H.3.pro.H	98469.0
12201.mock.community.d4.3.nucleomag.L	97589.0
12201.tissue.mouse.O.3.pro.H	97263.0
12201.uriF.F.2.standard.L	96527.0
12201.oral.human.F.3.pro.H	96251.0
12201.mc.d3.2.magmax.L	96071.0
12201.s.lf.A.2.pro.L	96027.0
12201.skin.foot.A.3.powersoil.L	95001.0
12201.mock.community.d8.zymoMA.H	94555.0
12201.stool.mouse.K.1.standard.H	94554.0
12201.mock.community.d8.magmax.H	94334.0
12201.s.lf.C.3.magmax.L	94160.0
12201.mock.community.d6.3.microbiome.L	94025.0
12201.oral.human.L.1.microbiome.H	93850.0
12201.oral.human.C.3.norgen.H	93051.0
12201.uriF.F.3.standard.L	92869.0
12201.BLANK.D10.magmax.H	92237.0
12201.oral.human.A.3.standard.H	91448.0
12201.oral.human.L.3.zymoMA.H	88873.0
12201.uriF.F.2.pro.L	87766.0
12201.uriF.F.1.standard.L	86568.0
12201.oral.human.L.1.zymoMA.H	85037.0
12201.mock.community.d4.powersoil.H	84293.0
12201.uriF.E.3.magmax.L	84146.0
12201.s.la.C.1.standard.L	83858.0
12201.stool.mouse.K.1.homebrew.H	83518.0
12201.s.lf.A.1.standard.L	83389.0
12201.oral.human.L.2.zymoMA.H	83117.0
12201.uriF.F.1.pro.L	82210.0
12201.skin.foot.B.2.nucleomag.L	81863.0
12201.stool.mouse.K.2.homebrew.H	81494.0
12201.oral.human.C.3.pro.H	80862.0
12201.built.floor.B.1.microbiome.L	80158.0
12201.soil.rhizosphere.H.2.nucleomag.H	78943.0
12201.oral.human.E.3.pro.H	78003.0
12201.soil.bare.K.2.pro.H	77481.0
12201.food.kimchi.1.1.norgen.H	76588.0
12201.soil.bare.L.2.magmax.H	76491.0
12201.water.fresh.A.2.microbiome.L	75917.0
12201.skin.foot.A.1.powersoil.L	75502.0
12201.s.lf.C.3.pro.L	75329.0
12201.built.keyboard.A.1.3.zymoMA.L	75234.0
12201.stool.cat.L.1.norgen.H	74415.0
12201.tissue.mouse.P.2.standard.H	74396.0
12201.oral.human.B.3.microbiome.H	73679.0
12201.skin.armpit.C.3.powersoil.L	73011.0
12201.skin.armpit.C.1.zymoMA.L	71292.0
12201.mock.community.d7.magmax.H	70197.0
12201.oral.human.F.2.standard.H	69866.0
12201.tissue.mouse.O.3.norgen.H	69852.0
12201.built.floor.B.3.microbiome.L	69725.0
12201.oral.human.D.1.standard.H	68612.0
12201.oral.human.D.3.pro.H	68244.0
12201.soil.rhizosphere.H.3.nucleomag.H	67972.0
12201.tissue.mouse.O.2.standard.H	67953.0
12201.oral.human.D.2.magmax.H	66763.0
12201.mc.d3.2.homebrew.L	66696.0
12201.tissue.mouse.P.1.standard.H	66214.0
12201.uriF.F.3.pro.L	66176.0
12201.stool.human.I.3.pro.H	66147.0
12201.tissue.mouse.P.3.standard.H	66015.0
12201.urine.female.F.3.powersoil.L	64823.0
12201.stool.mouse.K.3.homebrew.H	64094.0
12201.soil.rhizosphere.I.3.nucleomag.H	63220.0
12201.oral.human.E.2.homebrew.H	63109.0
12201.skin.foot.A.2.nucleomag.L	62311.0
12201.built.keyboard.A.1.3.nucleomag.L	62206.0
12201.soil.rhizosphere.G.1.nucleomag.H	61701.0
12201.soil.rhizosphere.G.1.zymoMA.H	60780.0
12201.skin.foot.B.3.nucleomag.L	60064.0
12201.oral.human.C.2.standard.H	60027.0
12201.oral.human.D.1.homebrew.H	59731.0
12201.soil.rhizosphere.G.2.nucleomag.H	59518.0
12201.soil.bare.J.2.zymoMA.H	58997.0
12201.stool.cat.M.2.norgen.H	58743.0
12201.mc.d2.2.pro.L	58293.0
12201.skin.armpit.C.3.zymoMA.L	58172.0
12201.oral.human.C.1.norgen.H	57985.0
12201.BLANK.H7.homebrew.L	57732.0
12201.soil.bare.K.1.nucleomag.H	57573.0
12201.mock.community.d8.nucleomag.H	57306.0
12201.tissue.mouse.Q.3.powersoil.H	56926.0
12201.stool.cat.N.3.norgen.H	56639.0
12201.tissue.mouse.O.3.standard.H	56583.0
12201.oral.human.F.3.standard.H	56424.0
12201.soil.bare.K.2.zymoMA.H	55892.0
12201.tissue.mouse.P.3.norgen.H	55854.0
12201.uriF.F.2.magmax.L	55229.0
12201.food.kimchi.1.2.norgen.H	54952.0
12201.uriF.F.1.magmax.L	54487.0
12201.tissue.mouse.O.1.standard.H	54317.0
12201.mock.community.d4.zymoMA.H	54218.0
12201.soil.rhizosphere.I.2.zymoMA.H	52980.0
12201.BLANK.C7.standard.H	52911.0
12201.oral.human.C.1.standard.H	52290.0
12201.uriF.F.3.magmax.L	51725.0
12201.s.la.C.3.pro.L	51711.0
12201.soil.rhizosphere.H.1.nucleomag.H	51511.0
12201.skin.foot.C.3.nucleomag.L	51041.0
12201.mock.community.d4.magmax.H	50980.0
12201.s.lf.C.2.pro.L	50117.0
12201.soil.rhizosphere.G.2.powersoil.H	49454.0
12201.oral.human.C.2.magmax.H	49387.0
12201.s.lf.C.3.homebrew.L	48479.0
12201.urine.female.D.1.nucleomag.L	48433.0
12201.oral.human.C.1.magmax.H	47647.0
12201.soil.bare.L.3.magmax.H	47455.0
12201.tissue.mouse.O.2.norgen.H	46910.0
12201.s.la.A.3.homebrew.L	46004.0
12201.soil.rhizosphere.I.1.zymoMA.H	45832.0
12201.soil.bare.K.1.zymoMA.H	45769.0
12201.soil.rhizosphere.H.1.standard.H	45439.0
12201.soil.rhizosphere.G.3.powersoil.H	45252.0
12201.oral.human.C.3.magmax.H	44614.0
12201.soil.bare.L.1.nucleomag.H	44403.0
12201.oral.human.D.1.microbiome.H	43912.0
12201.soil.rhizosphere.I.2.powersoil.H	43890.0
12201.skin.foot.A.3.zymoMA.L	43829.0
12201.skin.armpit.A.1.microbiome.L	43781.0
12201.soil.rhizosphere.H.2.standard.H	43137.0
12201.soil.rhizosphere.G.1.powersoil.H	43082.0
12201.oral.human.E.1.pro.H	42748.0
12201.soil.rhizosphere.H.2.zymoMA.H	42405.0
12201.s.la.C.2.norgen.L	42362.0
12201.built.keyboard.A.2.2.microbiome.L	41776.0
12201.oral.human.F.1.pro.H	41542.0
12201.soil.rhizosphere.I.3.zymoMA.H	41363.0
12201.soil.bare.K.3.powersoil.H	40958.0
12201.BLANK.H1.nucleomag.H	40857.0
12201.soil.bare.J.1.powersoil.H	40367.0
12201.built.floor.B.2.microbiome.L	40050.0
12201.food.yogurt.1.3.norgen.H	39936.0
12201.soil.bare.K.3.magmax.H	38823.0
12201.mock.community.d4.2.zymoMA.L	38823.0
12201.mock.community.d4.1.zymoMA.L	38585.0
12201.oral.human.B.1.norgen.H	38329.0
12201.soil.bare.L.2.zymoMA.H	38075.0
12201.urine.female.E.1.nucleomag.L	37543.0
12201.food.yogurt.2.1.norgen.H	37527.0
12201.mc.d2.2.standard.L	37330.0
12201.skin.foot.B.3.zymoMA.L	37275.0
12201.soil.bare.L.1.magmax.H	37201.0
12201.s.lf.C.1.pro.L	37169.0
12201.soil.bare.K.2.powersoil.H	36696.0
12201.s.la.C.3.standard.L	36682.0
12201.soil.bare.L.2.nucleomag.H	36594.0
12201.soil.bare.J.3.powersoil.H	36578.0
12201.soil.bare.J.2.powersoil.H	36495.0
12201.mock.community.d4.nucleomag.H	36282.0
12201.soil.bare.L.3.zymoMA.H	36018.0
12201.oral.human.N.1.zymoMA.H	34446.0
12201.skin.armpit.B.2.microbiome.L	34202.0
12201.stool.cat.N.2.norgen.H	33791.0
12201.built.keyboard.A.2.1.microbiome.L	33353.0
12201.mock.community.d5.1.nucleomag.L	33152.0
12201.uriF.E.1.magmax.L	33147.0
12201.soil.bare.K.1.powersoil.H	33096.0
12201.oral.human.D.2.zymoMA.H	32632.0
12201.urine.female.E.3.microbiome.L	32524.0
12201.soil.rhizosphere.I.1.powersoil.H	32383.0
12201.mock.community.d1.norgen.H	31959.0
12201.be.k.A.2.2.homebrew.L	30852.0
12201.skin.foot.B.3.powersoil.L	30507.0
12201.mc.d1.3.homebrew.L	30490.0
12201.soil.rhizosphere.I.3.powersoil.H	30352.0
12201.s.la.A.1.homebrew.L	30193.0
12201.water.fresh.B.3.zymoMA.L	29832.0
12201.soil.bare.K.1.magmax.H	29137.0
12201.skin.armpit.B.3.microbiome.L	28681.0
12201.built.keyboard.A.1.1.zymoMA.L	28663.0
12201.mock.community.d6.3.zymoMA.L	28544.0
12201.mc.d2.3.standard.L	28514.0
12201.s.lf.A.2.standard.L	28459.0
12201.water.fresh.B.3.nucleomag.L	28155.0
12201.mock.community.d8.pro.H	28116.0
12201.s.lf.C.1.standard.L	28039.0
12201.mock.community.d5.3.microbiome.L	27620.0
12201.oral.human.B.2.norgen.H	27556.0
12201.skin.foot.B.1.zymoMA.L	27304.0
12201.mc.d3.2.pro.L	27215.0
12201.BLANK.C7.magmax.H	26898.0
12201.mock.community.d3.homebrew.H	26793.0
12201.s.la.A.3.magmax.L	26786.0
12201.mock.community.d6.2.microbiome.L	26616.0
12201.mock.community.d4.1.nucleomag.L	26545.0
12201.soil.rhizosphere.H.3.powersoil.H	26402.0
12201.built.keyboard.A.1.2.zymoMA.L	26327.0
12201.oral.human.B.3.norgen.H	25857.0
12201.s.lf.A.1.norgen.L	25669.0
12201.mock.community.d4.1.powersoil.L	25123.0
12201.wat.F.B.3.homebrew.L	24570.0
12201.soil.rhizosphere.G.2.standard.H	24263.0
12201.s.la.B.3.homebrew.L	23914.0
12201.s.la.A.2.homebrew.L	23895.0
12201.skin.armpit.C.1.powersoil.L	23702.0
12201.soil.rhizosphere.G.3.standard.H	23399.0
12201.be.k.A.2.2.magmax.L	23204.0
12201.water.sea.A.2.zymoMA.L	23018.0
12201.oral.human.D.3.zymoMA.H	22846.0
12201.oral.human.A.1.norgen.H	22812.0
12201.s.lf.C.3.standard.L	22729.0
12201.skin.armpit.B.2.zymoMA.L	22722.0
12201.soil.rhizosphere.G.3.nucleomag.H	22570.0
12201.food.yogurt.1.2.norgen.H	22425.0
12201.oral.human.A.2.norgen.H	22116.0
12201.tissue.mouse.O.1.norgen.H	22091.0
12201.s.lf.A.3.pro.L	21921.0
12201.soil.rhizosphere.I.3.magmax.H	21727.0
12201.mc.d2.1.pro.L	21676.0
12201.skin.foot.B.2.powersoil.L	21544.0
12201.stool.mouse.J.2.magmax.H	21502.0
12201.stool.mouse.J.1.norgen.H	21339.0
12201.stool.cat.L.2.homebrew.H	20949.0
12201.mock.community.d4.2.nucleomag.L	20891.0
12201.uriF.E.3.pro.L	20886.0
12201.built.keyboard.A.2.1.zymoMA.L	20808.0
12201.uriF.F.2.homebrew.L	20793.0
12201.mc.d2.1.standard.L	20645.0
12201.s.la.C.2.pro.L	20619.0
12201.mc.d1.1.norgen.L	19915.0
12201.oral.human.A.3.norgen.H	19738.0
12201.s.lf.C.2.standard.L	19522.0
12201.oral.human.E.2.pro.H	19499.0
12201.mock.community.d5.2.microbiome.L	19337.0
12201.oral.human.F.2.norgen.H	19325.0
12201.s.lf.A.2.norgen.L	19298.0
12201.oral.human.E.3.norgen.H	19037.0
12201.mc.d3.1.homebrew.L	18936.0
12201.oral.human.N.1.microbiome.H	18916.0
12201.mock.community.d2.pro.H	18742.0
12201.soil.bare.L.1.powersoil.H	18193.0
12201.oral.human.D.2.microbiome.H	17968.0
12201.soil.rhizosphere.I.2.magmax.H	17967.0
12201.water.fresh.B.3.microbiome.L	17877.0
12201.soil.rhizosphere.G.1.magmax.H	17875.0
12201.urine.female.D.3.zymoMA.L	17782.0
12201.urine.female.D.2.nucleomag.L	17778.0
12201.s.la.A.2.magmax.L	17351.0
12201.soil.rhizosphere.G.3.zymoMA.H	16846.0
12201.hbm.W.3.magmax.L	16663.0
12201.soil.rhizosphere.H.2.powersoil.H	16576.0
12201.BLANK.D10.zymoMA.H	16534.0
12201.uriF.E.3.standard.L	16437.0
12201.soil.bare.J.1.magmax.H	16429.0
12201.soil.bare.L.1.homebrew.H	16335.0
12201.soil.bare.L.2.powersoil.H	16318.0
12201.soil.rhizosphere.G.2.magmax.H	16084.0
12201.wat.F.B.2.magmax.L	16016.0
12201.s.la.C.3.norgen.L	15816.0
12201.urine.female.D.2.zymoMA.L	15789.0
12201.water.sea.A.2.nucleomag.L	15638.0
12201.built.floor.A.2.microbiome.L	15500.0
12201.be.k.A.2.3.homebrew.L	15493.0
12201.wat.F.B.3.magmax.L	15481.0
12201.be.k.A.1.1.homebrew.L	15409.0
12201.skin.armpit.A.1.powersoil.L	15136.0
12201.urine.female.D.2.microbiome.L	15117.0
12201.soil.rhizosphere.G.1.standard.H	15092.0
12201.s.lf.B.2.homebrew.L	15075.0
12201.soil.rhizosphere.I.3.homebrew.H	15025.0
12201.mc.d4.2.magmax.L	15010.0
12201.urine.female.E.2.microbiome.L	14945.0
12201.uriF.E.2.standard.L	14940.0
12201.soil.rhizosphere.I.1.nucleomag.H	14674.0
12201.oral.human.N.3.zymoMA.H	14662.0
12201.soil.bare.J.2.magmax.H	14614.0
12201.s.la.C.1.norgen.L	14350.0
12201.soil.bare.K.2.magmax.H	14300.0
12201.s.la.B.2.magmax.L	14277.0
12201.wat.F.B.2.homebrew.L	14270.0
12201.food.kimchi.2.2.norgen.H	14201.0
12201.water.fresh.A.3.powersoil.L	14170.0
12201.oral.human.D.3.microbiome.H	14087.0
12201.hbm.W.2.magmax.L	14062.0
12201.skin.foot.A.2.powersoil.L	14035.0
12201.mock.community.d5.1.microbiome.L	13764.0
12201.skin.armpit.C.2.powersoil.L	13717.0
12201.skin.armpit.A.2.powersoil.L	13670.0
12201.uriF.D.2.homebrew.L	13650.0
12201.hbm.W.1.magmax.L	13648.0
12201.skin.foot.C.3.microbiome.L	13304.0
12201.soil.bare.J.3.magmax.H	13042.0
12201.skin.foot.C.2.nucleomag.L	12952.0
12201.mock.community.d4.2.powersoil.L	12862.0
12201.skin.armpit.A.3.nucleomag.L	12855.0
12201.mc.d2.3.norgen.L	12841.0
12201.BLANK.C4.standard.H	12836.0
12201.soil.bare.J.3.zymoMA.H	12777.0
12201.soil.rhizosphere.H.3.magmax.H	12698.0
12201.be.k.A.1.3.magmax.L	12618.0
12201.hbm.X.2.magmax.L	12528.0
12201.mc.d4.3.magmax.L	12492.0
12201.food.kimchi.2.3.norgen.H	12385.0
12201.soil.bare.J.1.homebrew.H	12301.0
12201.soil.bare.J.3.nucleomag.H	12297.0
12201.BLANK.D10.nucleomag.H	12250.0
12201.s.la.A.1.magmax.L	12247.0
12201.hbm.W.2.standard.L	12232.0
12201.s.la.C.1.pro.L	12219.0
12201.soil.bare.L.3.nucleomag.H	12210.0
12201.mc.d2.1.norgen.L	12138.0
12201.mock.community.d6.2.powersoil.L	12081.0
12201.built.keyboard.A.2.2.zymoMA.L	12080.0
12201.soil.bare.J.3.homebrew.H	11966.0
12201.oral.human.N.3.microbiome.H	11945.0
12201.soil.rhizosphere.G.1.homebrew.H	11837.0
12201.wat.F.A.1.homebrew.L	11774.0
12201.mock.community.d5.3.zymoMA.L	11567.0
12201.oral.human.N.2.microbiome.H	11560.0
12201.tissue.mouse.R.2.powersoil.H	11389.0
12201.mock.community.d4.3.powersoil.L	11384.0
12201.be.k.A.1.3.homebrew.L	11355.0
12201.mc.d1.3.pro.L	11301.0
12201.s.lf.B.1.homebrew.L	11214.0
12201.hbm.X.3.magmax.L	11173.0
12201.human.milk.Y.1.zymoMA.L	11158.0
12201.soil.bare.K.2.nucleomag.H	11000.0
12201.soil.bare.L.3.homebrew.H	10997.0
12201.water.fresh.B.2.nucleomag.L	10939.0
12201.soil.bare.J.2.pro.H	10938.0
12201.water.fresh.A.3.microbiome.L	10737.0
12201.water.sea.B.1.microbiome.L	10737.0
12201.BLANK.C4.powersoil.H	10693.0
12201.hbm.X.1.magmax.L	10655.0
12201.mock.community.d2.standard.H	10563.0
12201.uriF.E.1.pro.L	10549.0
12201.urine.female.D.2.powersoil.L	10489.0
12201.soil.rhizosphere.I.1.magmax.H	10358.0
12201.soil.bare.K.3.homebrew.H	10315.0
12201.soil.bare.L.3.powersoil.H	10241.0
12201.uriF.E.2.pro.L	10187.0
12201.oral.human.D.1.norgen.H	10114.0
12201.hbm.W.3.standard.L	10078.0
12201.human.milk.Y.3.microbiome.L	10014.0
12201.s.lf.B.3.homebrew.L	10010.0
12201.built.keyboard.A.1.2.powersoil.L	9987.0
12201.s.la.B.1.homebrew.L	9918.0
12201.built.keyboard.A.2.3.microbiome.L	9905.0
12201.soil.bare.J.1.nucleomag.H	9889.0
12201.soil.bare.K.2.homebrew.H	9886.0
12201.built.floor.A.3.nucleomag.L	9864.0
12201.mc.d3.3.pro.L	9832.0
12201.oral.human.F.1.norgen.H	9802.0
12201.hbm.W.1.pro.L	9651.0
12201.mc.d4.1.magmax.L	9594.0
12201.human.milk.Z.1.microbiome.L	9585.0
12201.s.lf.B.3.magmax.L	9544.0
12201.built.keyboard.A.2.2.nucleomag.L	9519.0
12201.soil.rhizosphere.H.1.powersoil.H	9510.0
12201.soil.rhizosphere.H.1.zymoMA.H	9507.0
12201.water.fresh.B.1.microbiome.L	9487.0
12201.skin.foot.C.1.nucleomag.L	9417.0
12201.mc.d2.2.norgen.L	9408.0
12201.water.fresh.A.1.microbiome.L	9343.0
12201.mock.community.d5.powersoil.H	9320.0
12201.wat.S.A.1.magmax.L	9171.0
12201.soil.bare.K.3.nucleomag.H	9163.0
12201.soil.rhizosphere.G.2.zymoMA.H	9153.0
12201.soil.rhizosphere.H.1.homebrew.H	9101.0
12201.water.fresh.A.2.nucleomag.L	9042.0
12201.built.floor.A.3.zymoMA.L	8971.0
12201.wat.F.B.1.homebrew.L	8864.0
12201.human.milk.Y.3.zymoMA.L	8685.0
12201.built.keyboard.A.2.1.nucleomag.L	8619.0
12201.be.f.B.1.magmax.L	8548.0
12201.mock.community.d3.pro.H	8390.0
12201.human.milk.Z.2.microbiome.L	8369.0
12201.water.fresh.A.1.nucleomag.L	8325.0
12201.soil.rhizosphere.G.3.microbiome.H	8313.0
12201.soil.rhizosphere.G.1.microbiome.H	8295.0
12201.soil.bare.J.2.microbiome.H	8225.0
12201.soil.rhizosphere.I.1.homebrew.H	8218.0
12201.uriF.D.3.homebrew.L	8217.0
12201.BLANK.C7.zymoMA.H	8186.0
12201.skin.foot.C.3.zymoMA.L	8163.0
12201.mock.community.d6.microbiome.H	8075.0
12201.food.kimchi.2.1.norgen.H	8022.0
12201.urine.female.E.3.nucleomag.L	8014.0
12201.food.yogurt.1.1.norgen.H	7989.0
12201.wat.S.A.2.homebrew.L	7979.0
12201.soil.rhizosphere.G.3.pro.H	7946.0
12201.human.milk.Y.2.zymoMA.L	7921.0
12201.be.f.B.2.magmax.L	7812.0
12201.water.fresh.B.2.microbiome.L	7772.0
12201.soil.bare.J.1.zymoMA.H	7740.0
12201.skin.armpit.B.3.nucleomag.L	7710.0
12201.mc.d4.3.homebrew.L	7652.0
12201.mock.community.d5.zymoMA.H	7620.0
12201.oral.human.D.2.norgen.H	7561.0
12201.built.keyboard.A.1.1.powersoil.L	7479.0
12201.human.milk.Z.3.microbiome.L	7448.0
12201.skin.armpit.A.2.microbiome.L	7437.0
12201.s.la.B.2.homebrew.L	7413.0
12201.built.keyboard.A.1.3.powersoil.L	7408.0
12201.soil.rhizosphere.H.3.homebrew.H	7370.0
12201.human.milk.Z.1.zymoMA.L	7264.0
12201.urine.female.D.3.powersoil.L	7248.0
12201.s.lf.B.1.magmax.L	7158.0
12201.oral.human.F.3.norgen.H	7158.0
12201.soil.bare.J.2.nucleomag.H	7125.0
12201.wat.F.A.2.homebrew.L	7038.0
12201.built.floor.A.2.zymoMA.L	6798.0
12201.s.lf.C.1.norgen.L	6760.0
12201.be.k.A.2.3.magmax.L	6663.0
12201.s.lf.B.2.magmax.L	6596.0
12201.uriF.D.3.magmax.L	6569.0
12201.soil.bare.L.2.homebrew.H	6507.0
12201.soil.bare.K.3.zymoMA.H	6493.0
12201.water.sea.B.3.microbiome.L	6456.0
12201.be.f.B.3.magmax.L	6407.0
12201.human.milk.Z.3.zymoMA.L	6381.0
12201.BLANK.C4.microbiome.H	6370.0
12201.soil.rhizosphere.H.3.zymoMA.H	6326.0
12201.urine.female.E.1.microbiome.L	6240.0
12201.soil.rhizosphere.I.2.microbiome.H	6220.0
12201.soil.rhizosphere.H.1.microbiome.H	6189.0
12201.soil.bare.L.3.pro.H	6161.0
12201.soil.bare.J.3.microbiome.H	6093.0
12201.water.fresh.B.1.powersoil.L	6019.0
12201.be.k.A.1.2.homebrew.L	6013.0
12201.uriF.D.1.homebrew.L	5999.0
12201.mc.d6.2.homebrew.L	5982.0
12201.soil.rhizosphere.G.2.microbiome.H	5935.0
12201.mock.community.d6.powersoil.H	5931.0
12201.skin.armpit.A.1.zymoMA.L	5923.0
12201.soil.bare.J.1.microbiome.H	5898.0
12201.skin.armpit.B.2.nucleomag.L	5813.0
12201.mock.community.d2.norgen.H	5804.0
12201.skin.foot.C.2.powersoil.L	5795.0
12201.urine.female.D.3.microbiome.L	5785.0
12201.water.fresh.B.1.nucleomag.L	5655.0
12201.s.la.A.1.standard.L	5645.0
12201.water.fresh.A.2.powersoil.L	5643.0
12201.BLANK.C4.homebrew.H	5620.0
12201.built.floor.A.3.microbiome.L	5601.0
12201.wat.F.A.2.magmax.L	5594.0
12201.be.k.A.1.2.magmax.L	5579.0
12201.skin.foot.C.1.zymoMA.L	5572.0
12201.built.keyboard.A.2.3.nucleomag.L	5569.0
12201.wat.F.A.3.homebrew.L	5557.0
12201.soil.bare.K.1.homebrew.H	5533.0
12201.skin.armpit.A.2.nucleomag.L	5504.0
12201.wat.F.A.3.magmax.L	5495.0
12201.soil.bare.K.1.microbiome.H	5463.0
12201.wat.S.A.3.magmax.L	5438.0
12201.uriF.D.1.magmax.L	5425.0
12201.mc.d4.1.homebrew.L	5378.0
12201.BLANK.D10.microbiome.H	5364.0
12201.soil.rhizosphere.H.2.homebrew.H	5297.0
12201.soil.bare.L.1.zymoMA.H	5196.0
12201.wat.S.A.2.magmax.L	5195.0
12201.human.milk.Z.2.zymoMA.L	5180.0
12201.s.lf.C.2.norgen.L	5167.0
12201.water.sea.B.3.zymoMA.L	5159.0
12201.built.keyboard.A.2.3.powersoil.L	5152.0
12201.skin.foot.C.3.powersoil.L	5094.0
12201.be.f.A.3.magmax.L	5084.0
12201.mc.d3.2.norgen.L	5080.0
12201.skin.armpit.A.1.nucleomag.L	5055.0
12201.human.milk.Y.3.nucleomag.L	5048.0
12201.s.la.A.3.pro.L	5038.0
12201.soil.rhizosphere.H.3.microbiome.H	5035.0
12201.mock.community.d6.1.microbiome.L	4989.0
12201.urine.female.D.1.powersoil.L	4960.0
12201.built.floor.B.2.powersoil.L	4930.0
12201.soil.bare.K.2.microbiome.H	4900.0
12201.skin.armpit.B.3.zymoMA.L	4850.0
12201.oral.human.E.2.norgen.H	4832.0
12201.soil.rhizosphere.H.3.standard.H	4785.0
12201.skin.armpit.B.1.nucleomag.L	4754.0
12201.s.lf.A.3.norgen.L	4743.0
12201.be.f.A.3.homebrew.L	4740.0
12201.uriF.D.2.magmax.L	4705.0
12201.water.fresh.A.3.nucleomag.L	4695.0
12201.mock.community.d5.3.nucleomag.L	4667.0
12201.wat.S.B.3.magmax.L	4655.0
12201.uriM.B.1.norgen.L	4651.0
12201.water.fresh.B.3.powersoil.L	4638.0
12201.soil.bare.L.1.pro.H	4613.0
12201.soil.rhizosphere.I.2.pro.H	4593.0
12201.be.f.A.2.magmax.L	4584.0
12201.oral.human.D.3.norgen.H	4571.0
12201.soil.bare.J.1.pro.H	4569.0
