sample_name	shotgun_woltka_reads
12201.hbm.X.2.homebrew.L	4559.0
12201.skin.foot.C.1.microbiome.L	4534.0
12201.tissue.mouse.R.3.powersoil.H	4494.0
12201.water.sea.B.2.microbiome.L	4452.0
12201.built.floor.B.3.powersoil.L	4450.0
12201.mock.community.d7.1.zymoMA.L	4383.0
12201.soil.rhizosphere.H.2.microbiome.H	4375.0
12201.soil.bare.K.3.pro.H	4318.0
12201.skin.armpit.B.1.microbiome.L	4313.0
12201.wat.F.B.1.magmax.L	4303.0
12201.soil.rhizosphere.H.2.magmax.H	4299.0
12201.water.fresh.B.2.powersoil.L	4275.0
12201.skin.armpit.A.3.microbiome.L	4205.0
12201.built.floor.A.1.microbiome.L	4200.0
12201.built.floor.A.2.nucleomag.L	4173.0
12201.BLANK.C4.pro.H	4171.0
12201.wat.F.A.1.magmax.L	4162.0
12201.wat.S.B.1.magmax.L	4116.0
12201.built.floor.B.3.nucleomag.L	4111.0
12201.soil.rhizosphere.I.1.pro.H	4083.0
12201.mc.d3.1.pro.L	3975.0
12201.s.la.B.3.magmax.L	3946.0
12201.mc.d6.1.norgen.L	3935.0
12201.built.floor.B.2.nucleomag.L	3931.0
12201.mock.community.d5.nucleomag.H	3926.0
12201.s.la.B.1.magmax.L	3918.0
12201.urine.female.E.2.nucleomag.L	3871.0
12201.soil.bare.K.3.microbiome.H	3870.0
12201.uriF.D.3.standard.L	3868.0
12201.mock.community.d6.2.zymoMA.L	3864.0
12201.soil.bare.L.1.microbiome.H	3848.0
12201.skin.foot.B.1.powersoil.L	3833.0
12201.urine.female.D.1.zymoMA.L	3739.0
12201.urine.female.D.1.microbiome.L	3728.0
12201.oral.human.E.1.norgen.H	3711.0
12201.soil.bare.K.2.standard.H	3613.0
12201.soil.bare.J.2.homebrew.H	3611.0
12201.BLANK.H9.norgen.L	3553.0
12201.soil.rhizosphere.I.3.microbiome.H	3529.0
12201.mock.community.d8.1.zymoMA.L	3527.0
12201.built.floor.B.1.zymoMA.L	3517.0
12201.soil.bare.L.3.microbiome.H	3513.0
12201.s.lf.A.3.standard.L	3489.0
12201.human.milk.Y.1.microbiome.L	3459.0
12201.soil.rhizosphere.I.1.microbiome.H	3448.0
12201.mock.community.d5.1.zymoMA.L	3437.0
12201.urine.female.E.3.zymoMA.L	3382.0
12201.BLANK.H1.powersoil.H	3368.0
12201.built.keyboard.A.2.3.zymoMA.L	3350.0
12201.s.lf.C.3.norgen.L	3343.0
12201.soil.bare.J.3.pro.H	3340.0
12201.skin.foot.C.2.zymoMA.L	3306.0
12201.human.milk.Y.2.microbiome.L	3302.0
12201.soil.rhizosphere.G.2.pro.H	3287.0
12201.uriM.B.1.homebrew.L	3262.0
12201.urine.female.F.2.zymoMA.L	3237.0
12201.be.f.B.1.homebrew.L	3192.0
12201.soil.bare.L.2.microbiome.H	3165.0
12201.uriF.D.2.standard.L	3145.0
12201.soil.rhizosphere.G.1.pro.H	3118.0
12201.s.la.A.3.norgen.L	3091.0
12201.tissue.mouse.R.1.powersoil.H	3081.0
12201.BLANK.G1.pro.L	3033.0
12201.BLANK.H1.microbiome.H	2995.0
12201.built.keyboard.A.2.1.powersoil.L	2981.0
12201.uriF.D.1.standard.L	2941.0
12201.mock.community.d7.microbiome.H	2898.0
12201.water.fresh.A.1.zymoMA.L	2893.0
12201.urine.male.C.3.nucleomag.L	2872.0
12201.s.la.A.2.pro.L	2851.0
12201.soil.rhizosphere.H.1.pro.H	2777.0
12201.s.la.A.2.standard.L	2683.0
12201.be.f.A.1.magmax.L	2678.0
12201.soil.rhizosphere.G.3.magmax.H	2662.0
12201.mock.community.d5.2.nucleomag.L	2655.0
12201.mc.d4.3.norgen.L	2600.0
12201.wat.S.B.3.homebrew.L	2581.0
12201.built.floor.B.1.nucleomag.L	2565.0
12201.soil.rhizosphere.I.3.pro.H	2562.0
12201.BLANK.C8.zymoMA.L	2536.0
12201.mc.d5.3.magmax.L	2515.0
12201.water.sea.B.1.zymoMA.L	2488.0
12201.mc.d4.2.homebrew.L	2487.0
12201.soil.rhizosphere.G.2.homebrew.H	2479.0
12201.s.la.A.3.standard.L	2445.0
12201.urine.male.A.3.powersoil.L	2438.0
12201.mock.community.d4.pro.H	2423.0
12201.soil.bare.K.3.standard.H	2411.0
12201.oral.human.E.1.standard.H	2396.0
12201.be.f.B.2.standard.L	2363.0
12201.built.keyboard.A.2.2.powersoil.L	2358.0
12201.mock.community.d3.3.powersoil.L	2327.0
12201.built.floor.A.1.nucleomag.L	2320.0
12201.skin.foot.C.2.microbiome.L	2301.0
12201.be.k.A.2.3.standard.L	2296.0
12201.mc.d8.3.norgen.L	2294.0
12201.mc.d5.2.magmax.L	2284.0
12201.be.k.A.1.2.pro.L	2283.0
12201.water.sea.B.3.powersoil.L	2276.0
12201.urine.male.B.3.nucleomag.L	2274.0
12201.be.f.B.2.pro.L	2259.0
12201.mc.d7.1.homebrew.L	2251.0
12201.water.fresh.A.1.powersoil.L	2236.0
12201.BLANK.G1.homebrew.L	2235.0
12201.water.sea.A.1.microbiome.L	2230.0
12201.built.floor.B.2.zymoMA.L	2177.0
12201.built.floor.B.1.powersoil.L	2144.0
12201.skin.foot.C.1.powersoil.L	2140.0
12201.be.f.B.2.homebrew.L	2139.0
12201.s.lf.B.2.norgen.L	2110.0
12201.mock.community.d7.2.microbiome.L	2110.0
12201.built.floor.A.1.zymoMA.L	2096.0
12201.mc.d5.1.homebrew.L	2094.0
12201.mc.d8.2.norgen.L	2051.0
12201.hbm.W.3.homebrew.L	2032.0
12201.be.k.A.1.1.pro.L	2032.0
12201.hbm.W.1.norgen.L	2024.0
12201.soil.bare.L.2.pro.H	2002.0
12201.soil.bare.L.1.standard.H	2001.0
12201.mock.community.d7.2.zymoMA.L	1978.0
12201.soil.rhizosphere.H.2.pro.H	1965.0
12201.be.f.A.1.homebrew.L	1960.0
12201.oral.human.E.3.standard.H	1958.0
12201.water.sea.A.3.microbiome.L	1937.0
12201.mc.d3.3.norgen.L	1917.0
12201.soil.bare.J.3.standard.H	1913.0
12201.uriF.E.2.norgen.L	1892.0
12201.mock.community.d8.homebrew.H	1885.0
12201.s.lf.B.1.norgen.L	1878.0
12201.BLANK.H1.standard.H	1877.0
12201.BLANK.H7.norgen.L	1874.0
12201.human.milk.Z.3.powersoil.L	1873.0
12201.urine.male.A.2.nucleomag.L	1867.0
12201.skin.armpit.A.3.powersoil.L	1857.0
12201.human.milk.Z.2.nucleomag.L	1851.0
12201.soil.bare.K.1.pro.H	1847.0
12201.s.la.A.1.norgen.L	1846.0
12201.skin.armpit.A.2.zymoMA.L	1812.0
12201.wat.S.B.2.magmax.L	1804.0
12201.water.sea.A.2.microbiome.L	1779.0
12201.s.lf.B.3.norgen.L	1756.0
12201.BLANK.H1.homebrew.H	1753.0
12201.s.la.A.1.pro.L	1714.0
12201.mock.community.d7.1.microbiome.L	1712.0
12201.BLANK.H7.nucleomag.L	1698.0
12201.be.k.A.2.2.norgen.L	1695.0
12201.BLANK.H7.pro.L	1663.0
12201.mc.d3.1.norgen.L	1661.0
12201.uriF.D.1.pro.L	1633.0
12201.BLANK.B4.zymoMA.L	1617.0
12201.s.la.A.2.norgen.L	1600.0
12201.urine.male.B.2.powersoil.L	1584.0
12201.soil.bare.J.2.standard.H	1572.0
12201.BLANK.G1.microbiome.L	1561.0
12201.mock.community.d7.powersoil.H	1558.0
12201.soil.rhizosphere.I.2.standard.H	1557.0
12201.be.k.A.2.2.pro.L	1551.0
12201.urine.female.E.2.powersoil.L	1543.0
12201.be.f.B.1.standard.L	1538.0
12201.urine.female.E.3.powersoil.L	1534.0
12201.oral.human.E.2.standard.H	1526.0
12201.mc.d7.2.norgen.L	1525.0
12201.mc.d4.1.norgen.L	1513.0
12201.mc.d5.1.magmax.L	1509.0
12201.soil.rhizosphere.I.1.standard.H	1488.0
12201.mc.d3.2.standard.L	1480.0
12201.water.sea.B.1.nucleomag.L	1477.0
12201.be.f.B.3.standard.L	1477.0
12201.uriF.F.1.norgen.L	1477.0
12201.hbm.W.2.homebrew.L	1467.0
12201.oral.human.D.3.standard.H	1463.0
12201.skin.armpit.B.2.powersoil.L	1454.0
12201.uriF.E.3.norgen.L	1448.0
12201.hbm.W.2.norgen.L	1448.0
12201.oral.human.F.1.standard.H	1437.0
12201.soil.rhizosphere.I.3.standard.H	1435.0
12201.water.sea.B.3.nucleomag.L	1428.0
12201.skin.armpit.B.1.powersoil.L	1422.0
12201.built.floor.B.3.zymoMA.L	1408.0
12201.soil.bare.L.3.standard.H	1400.0
12201.mock.community.d7.3.powersoil.L	1395.0
12201.soil.bare.J.1.standard.H	1389.0
12201.urine.female.E.2.zymoMA.L	1384.0
12201.BLANK.D10.powersoil.H	1373.0
12201.water.sea.A.2.powersoil.L	1347.0
12201.mc.d6.2.magmax.L	1346.0
12201.water.fresh.A.2.zymoMA.L	1345.0
12201.uriF.F.2.norgen.L	1334.0
12201.urine.male.B.2.nucleomag.L	1332.0
12201.mock.community.d6.1.zymoMA.L	1331.0
12201.be.k.A.2.3.pro.L	1325.0
12201.hbm.W.1.homebrew.L	1320.0
12201.water.fresh.B.1.zymoMA.L	1316.0
12201.BLANK.G1.norgen.L	1292.0
12201.be.f.A.3.norgen.L	1286.0
12201.BLANK.B4.nucleomag.L	1268.0
12201.mock.community.d7.homebrew.H	1261.0
12201.mock.community.d5.1.powersoil.L	1261.0
12201.mc.d5.1.norgen.L	1251.0
12201.soil.bare.K.1.standard.H	1230.0
12201.be.k.A.2.3.norgen.L	1226.0
12201.mock.community.d5.2.powersoil.L	1219.0
12201.hbm.W.3.norgen.L	1201.0
12201.BLANK.B4.microbiome.L	1198.0
12201.mc.d5.3.norgen.L	1194.0
12201.water.sea.A.3.nucleomag.L	1167.0
12201.mock.community.d5.2.zymoMA.L	1156.0
12201.mc.d6.2.norgen.L	1149.0
12201.BLANK.E6.powersoil.L	1149.0
12201.be.f.A.3.standard.L	1130.0
12201.uriF.F.3.norgen.L	1111.0
12201.uriM.B.2.norgen.L	1108.0
12201.mock.community.d5.3.powersoil.L	1106.0
12201.be.f.B.2.norgen.L	1105.0
12201.wat.S.B.3.norgen.L	1086.0
12201.BLANK.C4.zymoMA.H	1061.0
12201.uriM.B.3.pro.L	1061.0
12201.mock.community.d6.1.powersoil.L	1053.0
12201.mc.d4.3.pro.L	1048.0
12201.hbm.X.3.norgen.L	1048.0
12201.mock.community.d6.nucleomag.H	1032.0
12201.hbm.X.3.homebrew.L	1026.0
12201.mc.d4.2.norgen.L	1012.0
12201.urine.male.C.2.powersoil.L	1012.0
12201.BLANK.E6.norgen.L	1011.0
12201.mc.d5.3.homebrew.L	1002.0
12201.skin.armpit.A.3.zymoMA.L	989.0
12201.urine.male.C.3.powersoil.L	987.0
12201.wat.F.B.3.norgen.L	986.0
12201.human.milk.Z.1.powersoil.L	962.0
12201.mc.d7.1.norgen.L	960.0
12201.urine.female.E.1.zymoMA.L	958.0
12201.mock.community.d5.homebrew.H	955.0
12201.water.sea.B.2.powersoil.L	954.0
12201.water.sea.A.3.zymoMA.L	952.0
12201.mock.community.d6.1.nucleomag.L	950.0
12201.uriF.D.2.pro.L	942.0
12201.hbm.X.2.standard.L	941.0
12201.soil.bare.L.2.standard.H	940.0
12201.water.sea.B.2.zymoMA.L	936.0
12201.be.f.A.2.norgen.L	934.0
12201.mock.community.d8.3.microbiome.L	931.0
12201.BLANK.H7.microbiome.L	930.0
12201.BLANK.H7.powersoil.L	927.0
12201.s.la.B.2.norgen.L	927.0
12201.BLANK.H9.magmax.L	909.0
12201.urine.male.B.3.powersoil.L	904.0
12201.mc.d8.1.norgen.L	898.0
12201.BLANK.B4.magmax.L	894.0
12201.urine.female.E.1.powersoil.L	892.0
12201.skin.armpit.B.3.powersoil.L	889.0
12201.be.k.A.2.1.norgen.L	887.0
12201.hbm.X.1.homebrew.L	875.0
12201.mock.community.d7.2.powersoil.L	860.0
12201.built.floor.A.1.powersoil.L	859.0
12201.be.f.A.2.homebrew.L	845.0
12201.uriF.D.2.norgen.L	837.0
12201.uriM.C.1.magmax.L	835.0
12201.mc.d7.3.norgen.L	829.0
12201.tissue.mouse.Q.2.powersoil.H	827.0
12201.human.milk.Y.1.powersoil.L	819.0
12201.soil.rhizosphere.H.3.norgen.H	814.0
12201.wat.F.B.2.norgen.L	813.0
12201.mock.community.d6.2.nucleomag.L	812.0
12201.BLANK.B4.norgen.L	811.0
12201.urine.male.A.1.powersoil.L	804.0
12201.urine.male.C.1.powersoil.L	803.0
12201.uriM.A.1.norgen.L	803.0
12201.wat.S.A.1.norgen.L	798.0
12201.human.milk.Y.3.powersoil.L	794.0
12201.human.milk.Z.2.powersoil.L	789.0
12201.uriF.D.3.pro.L	785.0
12201.built.floor.A.3.powersoil.L	764.0
12201.mc.d3.3.standard.L	763.0
12201.mc.d4.2.pro.L	759.0
12201.mc.d8.1.homebrew.L	758.0
12201.be.f.B.1.norgen.L	757.0
12201.mc.d5.2.norgen.L	753.0
12201.BLANK.H9.powersoil.L	750.0
12201.human.milk.Z.3.nucleomag.L	750.0
12201.s.lf.B.3.standard.L	742.0
12201.mc.d5.2.homebrew.L	739.0
12201.uriM.B.3.norgen.L	738.0
12201.mc.d6.3.magmax.L	730.0
12201.urine.male.B.1.powersoil.L	727.0
12201.s.lf.B.2.standard.L	726.0
12201.mc.d3.1.standard.L	724.0
12201.be.f.B.3.norgen.L	720.0
12201.uriM.B.2.standard.L	713.0
12201.be.f.B.3.pro.L	713.0
12201.mock.community.d6.3.powersoil.L	709.0
12201.s.la.B.3.norgen.L	707.0
12201.be.f.B.1.pro.L	700.0
12201.uriM.C.1.standard.L	696.0
12201.mc.d8.2.magmax.L	695.0
12201.s.lf.B.1.standard.L	691.0
12201.be.k.A.1.2.norgen.L	684.0
12201.uriM.B.2.magmax.L	683.0
12201.be.k.A.2.1.pro.L	681.0
12201.s.lf.B.3.pro.L	680.0
12201.mc.d6.1.magmax.L	671.0
12201.water.sea.B.2.nucleomag.L	671.0
12201.wat.F.B.3.pro.L	668.0
12201.be.f.B.3.homebrew.L	654.0
12201.BLANK.H1.magmax.H	653.0
12201.water.sea.B.1.powersoil.L	642.0
12201.urine.male.A.2.zymoMA.L	642.0
12201.mc.d6.1.homebrew.L	639.0
12201.urine.male.C.1.nucleomag.L	636.0
12201.uriM.B.3.magmax.L	629.0
12201.BLANK.C7.nucleomag.H	626.0
12201.urine.female.F.3.zymoMA.L	622.0
12201.mc.d7.1.magmax.L	621.0
12201.mc.d6.3.norgen.L	611.0
12201.uriM.C.2.norgen.L	610.0
12201.be.k.A.1.3.standard.L	606.0
12201.be.f.A.2.standard.L	601.0
12201.mock.community.d3.norgen.H	594.0
12201.mock.community.d8.3.nucleomag.L	593.0
12201.mc.d4.1.pro.L	593.0
12201.be.k.A.1.3.pro.L	571.0
12201.BLANK.C8.powersoil.L	570.0
12201.urine.male.A.1.nucleomag.L	569.0
12201.mc.d8.3.magmax.L	564.0
12201.water.sea.A.3.powersoil.L	556.0
12201.urine.male.A.3.nucleomag.L	552.0
12201.uriM.C.1.norgen.L	547.0
12201.soil.rhizosphere.I.1.norgen.H	532.0
12201.uriM.B.2.homebrew.L	531.0
12201.BLANK.C4.norgen.H	527.0
12201.s.la.B.1.standard.L	526.0
12201.be.k.A.1.2.standard.L	525.0
12201.mc.d8.2.homebrew.L	524.0
12201.uriM.B.1.magmax.L	521.0
12201.urine.male.C.2.nucleomag.L	513.0
12201.uriM.C.3.norgen.L	511.0
12201.be.f.A.3.pro.L	503.0
12201.BLANK.G1.nucleomag.L	488.0
12201.mc.d7.2.magmax.L	488.0
12201.s.la.B.1.norgen.L	487.0
12201.hbm.X.1.norgen.L	487.0
12201.human.milk.Z.1.nucleomag.L	486.0
12201.uriM.A.1.homebrew.L	486.0
12201.wat.F.A.2.norgen.L	482.0
12201.s.la.B.2.standard.L	471.0
12201.wat.F.B.2.standard.L	470.0
12201.wat.F.B.3.standard.L	470.0
12201.mock.community.d3.standard.H	470.0
12201.mc.d8.1.magmax.L	466.0
12201.water.fresh.A.3.zymoMA.L	465.0
12201.human.milk.Y.2.powersoil.L	448.0
12201.tissue.mouse.Q.1.powersoil.H	439.0
12201.uriM.C.2.magmax.L	438.0
12201.mock.community.d7.3.zymoMA.L	435.0
12201.urine.male.A.2.powersoil.L	431.0
12201.urine.male.B.1.nucleomag.L	423.0
12201.urine.female.F.1.zymoMA.L	423.0
12201.wat.F.A.1.norgen.L	423.0
12201.be.f.A.1.standard.L	419.0
12201.mock.community.d6.zymoMA.H	419.0
12201.BLANK.H7.standard.L	410.0
12201.stool.human.A.1.microbiome.H	409.0
12201.uriM.A.2.norgen.L	406.0
12201.mc.d8.3.homebrew.L	406.0
12201.uriM.C.1.pro.L	400.0
12201.uriM.C.3.magmax.L	399.0
12201.be.k.A.1.1.norgen.L	397.0
12201.uriM.C.2.standard.L	397.0
12201.uriM.B.2.pro.L	395.0
12201.s.lf.B.2.pro.L	393.0
12201.s.la.B.3.pro.L	392.0
12201.hbm.X.2.norgen.L	392.0
12201.wat.F.A.3.standard.L	388.0
12201.hbm.X.1.standard.L	387.0
12201.BLANK.E6.magmax.L	385.0
12201.BLANK.H1.pro.H	380.0
12201.wat.F.A.1.standard.L	374.0
12201.soil.bare.K.2.norgen.H	373.0
12201.water.sea.A.1.zymoMA.L	372.0
12201.urine.male.C.2.zymoMA.L	371.0
12201.soil.rhizosphere.H.2.norgen.H	370.0
12201.uriM.A.3.norgen.L	368.0
12201.built.floor.A.2.powersoil.L	368.0
12201.wat.F.A.2.standard.L	365.0
12201.be.k.A.2.1.magmax.L	364.0
12201.uriF.D.3.norgen.L	362.0
12201.be.k.A.1.3.norgen.L	361.0
12201.be.f.A.2.pro.L	361.0
12201.mock.community.d6.homebrew.H	360.0
12201.uriM.C.3.standard.L	353.0
12201.be.k.A.1.1.magmax.L	353.0
12201.BLANK.B4.powersoil.L	351.0
12201.soil.rhizosphere.H.1.norgen.H	351.0
12201.wat.S.B.2.norgen.L	348.0
12201.urine.male.B.2.zymoMA.L	348.0
12201.mock.community.d8.norgen.H	345.0
12201.BLANK.C7.microbiome.H	344.0
12201.BLANK.C8.magmax.L	339.0
12201.be.f.A.1.pro.L	338.0
12201.soil.rhizosphere.I.3.norgen.H	335.0
12201.mock.community.d7.3.microbiome.L	332.0
12201.uriF.E.2.magmax.L	330.0
12201.BLANK.E6.nucleomag.L	330.0
12201.uriF.D.1.norgen.L	324.0
12201.uriM.A.2.magmax.L	322.0
12201.be.f.A.1.norgen.L	319.0
12201.soil.bare.K.3.norgen.H	317.0
12201.wat.F.A.3.norgen.L	317.0
12201.wat.F.A.2.pro.L	313.0
12201.BLANK.G1.zymoMA.L	301.0
12201.BLANK.H1.norgen.H	294.0
12201.s.la.B.2.pro.L	277.0
12201.BLANK.G1.magmax.L	274.0
12201.uriM.A.3.magmax.L	271.0
12201.mock.community.d8.2.microbiome.L	270.0
12201.urine.male.B.3.microbiome.L	270.0
12201.urine.male.A.1.microbiome.L	269.0
12201.urine.male.B.2.microbiome.L	268.0
12201.soil.rhizosphere.G.1.norgen.H	268.0
12201.water.sea.A.1.powersoil.L	265.0
12201.wat.F.B.2.pro.L	261.0
12201.s.lf.B.1.pro.L	259.0
12201.urine.male.C.3.microbiome.L	257.0
12201.urine.male.C.1.microbiome.L	256.0
12201.be.k.A.1.1.standard.L	252.0
12201.human.milk.Y.1.nucleomag.L	252.0
12201.human.milk.Y.2.nucleomag.L	251.0
12201.BLANK.H9.nucleomag.L	251.0
12201.uriM.B.3.standard.L	247.0
12201.soil.rhizosphere.I.2.norgen.H	245.0
12201.mock.community.d8.1.microbiome.L	240.0
12201.wat.F.B.1.norgen.L	229.0
12201.mock.community.d4.norgen.H	227.0
12201.mc.d6.3.homebrew.L	226.0
12201.mock.community.d7.1.powersoil.L	226.0
12201.wat.F.B.1.standard.L	225.0
12201.mock.community.d7.nucleomag.H	225.0
12201.wat.S.B.1.norgen.L	225.0
12201.s.la.B.3.standard.L	219.0
12201.BLANK.H9.homebrew.L	218.0
12201.uriM.C.2.pro.L	213.0
12201.BLANK.C7.pro.H	209.0
12201.uriM.A.2.homebrew.L	206.0
12201.BLANK.C8.microbiome.L	205.0
12201.stool.cat.L.2.pro.H	205.0
12201.urine.male.A.1.zymoMA.L	203.0
12201.BLANK.C8.nucleomag.L	199.0
12201.mc.d5.3.pro.L	199.0
12201.BLANK.G1.powersoil.L	199.0
12201.mock.community.d7.norgen.H	196.0
12201.uriM.A.2.standard.L	195.0
12201.wat.F.A.1.pro.L	194.0
12201.BLANK.H9.microbiome.L	190.0
12201.urine.male.B.1.microbiome.L	189.0
12201.mock.community.d6.3.nucleomag.L	183.0
12201.mock.community.d8.standard.H	183.0
12201.mc.d5.2.pro.L	183.0
12201.wat.S.B.1.homebrew.L	181.0
12201.stool.human.A.2.microbiome.H	179.0
12201.soil.rhizosphere.G.3.norgen.H	176.0
12201.wat.S.B.2.homebrew.L	174.0
12201.urine.male.B.1.zymoMA.L	172.0
12201.mock.community.d6.norgen.H	172.0
12201.uriM.C.3.pro.L	171.0
12201.hbm.W.2.pro.L	170.0
12201.mc.d5.1.pro.L	169.0
12201.uriM.A.1.magmax.L	164.0
12201.urine.male.C.2.microbiome.L	164.0
12201.mock.community.d4.standard.H	159.0
12201.uriM.A.1.standard.L	158.0
12201.mc.d2.3.pro.L	155.0
12201.mc.d7.3.magmax.L	154.0
12201.BLANK.C7.powersoil.H	152.0
12201.wat.F.B.1.pro.L	151.0
12201.mock.community.d8.2.nucleomag.L	148.0
12201.soil.bare.L.1.norgen.H	143.0
12201.skin.armpit.B.1.zymoMA.L	140.0
12201.BLANK.D10.pro.H	138.0
12201.soil.bare.K.1.norgen.H	137.0
12201.uriM.A.3.homebrew.L	134.0
12201.uriM.C.3.homebrew.L	131.0
12201.urine.male.A.3.microbiome.L	130.0
12201.urine.male.A.2.microbiome.L	130.0
12201.mock.community.d7.3.nucleomag.L	129.0
12201.soil.rhizosphere.G.2.norgen.H	127.0
12201.uriM.A.3.standard.L	123.0
12201.mc.d6.2.standard.L	123.0
12201.uriM.B.1.pro.L	121.0
12201.mock.community.d4.homebrew.H	120.0
12201.urine.male.C.3.zymoMA.L	119.0
12201.mc.d6.2.pro.L	115.0
12201.BLANK.D10.norgen.H	109.0
12201.hbm.X.2.pro.L	107.0
12201.mock.community.d5.pro.H	106.0
12201.soil.bare.J.1.norgen.H	106.0
12201.BLANK.H9.zymoMA.L	105.0
12201.BLANK.E6.zymoMA.L	104.0
12201.urine.male.C.1.zymoMA.L	102.0
12201.hbm.X.3.pro.L	99.0
12201.soil.bare.L.3.norgen.H	98.0
12201.wat.F.A.3.pro.L	97.0
12201.hbm.W.3.pro.L	95.0
12201.BLANK.H7.zymoMA.L	94.0
12201.BLANK.E6.microbiome.L	93.0
12201.soil.bare.L.2.norgen.H	93.0
12201.mock.community.d8.2.zymoMA.L	91.0
12201.hbm.X.3.standard.L	91.0
12201.urine.male.B.3.zymoMA.L	91.0
12201.mc.d7.3.homebrew.L	91.0
12201.mock.community.d8.1.nucleomag.L	90.0
12201.uriM.B.1.standard.L	90.0
12201.uriM.B.3.homebrew.L	89.0
12201.wat.S.A.1.standard.L	88.0
12201.mc.d4.2.standard.L	88.0
12201.mock.community.d8.3.powersoil.L	88.0
12201.wat.S.B.2.standard.L	88.0
12201.wat.S.A.1.homebrew.L	84.0
12201.s.la.B.1.pro.L	84.0
12201.wat.S.B.3.standard.L	83.0
12201.uriM.A.3.pro.L	80.0
12201.mock.community.d8.3.zymoMA.L	77.0
12201.mc.d7.2.homebrew.L	76.0
12201.soil.bare.J.2.norgen.H	76.0
12201.uriM.C.1.homebrew.L	71.0
12201.uriM.C.2.homebrew.L	67.0
12201.urine.male.A.3.zymoMA.L	67.0
12201.mock.community.d8.1.powersoil.L	66.0
12201.uriM.A.2.pro.L	61.0
12201.wat.S.A.2.standard.L	59.0
12201.wat.S.B.1.standard.L	59.0
12201.uriM.A.1.pro.L	53.0
12201.mock.community.d7.2.nucleomag.L	53.0
12201.soil.bare.J.3.norgen.H	52.0
12201.mock.community.d7.1.nucleomag.L	50.0
12201.stool.cat.L.1.pro.H	49.0
12201.mc.d4.3.standard.L	49.0
12201.be.k.A.2.2.standard.L	48.0
12201.mc.d6.3.pro.L	47.0
12201.BLANK.C7.homebrew.H	42.0
12201.mc.d4.1.standard.L	41.0
12201.BLANK.C8.homebrew.L	39.0
12201.BLANK.B4.pro.L	37.0
12201.mock.community.d8.2.powersoil.L	36.0
12201.mock.community.d5.norgen.H	36.0
12201.BLANK.B4.homebrew.L	34.0
12201.mock.community.d5.standard.H	33.0
12201.mc.d7.1.standard.L	30.0
12201.BLANK.D10.homebrew.H	30.0
12201.mc.d6.1.pro.L	29.0
12201.hbm.X.1.pro.L	28.0
12201.BLANK.H9.pro.L	28.0
12201.BLANK.C7.norgen.H	28.0
12201.mc.d6.3.standard.L	22.0
12201.wat.S.A.3.standard.L	21.0
12201.mc.d5.3.standard.L	19.0
12201.mock.community.d7.standard.H	19.0
12201.mc.d6.1.standard.L	19.0
12201.hbm.W.1.standard.L	18.0
12201.mc.d8.1.standard.L	18.0
12201.BLANK.H7.magmax.L	18.0
12201.be.k.A.2.1.standard.L	17.0
12201.mc.d7.1.pro.L	16.0
12201.soil.rhizosphere.G.3.homebrew.H	16.0
12201.mc.d8.3.standard.L	15.0
12201.wat.S.B.3.pro.L	15.0
12201.mc.d5.1.standard.L	15.0
12201.mc.d8.3.pro.L	15.0
12201.mc.d7.2.standard.L	14.0
12201.BLANK.G1.standard.L	13.0
12201.BLANK.C8.standard.L	13.0
12201.wat.S.A.2.pro.L	13.0
12201.BLANK.B4.standard.L	12.0
12201.BLANK.E6.homebrew.L	12.0
12201.BLANK.H9.standard.L	11.0
12201.mc.d8.2.standard.L	11.0
12201.mock.community.d6.pro.H	10.0
12201.oral.human.D.2.standard.H	10.0
12201.wat.S.B.2.pro.L	9.0
12201.BLANK.D10.standard.H	8.0
12201.BLANK.C8.pro.L	7.0
12201.wat.S.A.3.pro.L	7.0
12201.mc.d5.2.standard.L	6.0
12201.mock.community.d6.standard.H	5.0
12201.mc.d7.3.pro.L	4.0
12201.mc.d7.3.standard.L	4.0
12201.BLANK.E6.standard.L	3.0
12201.water.fresh.B.2.zymoMA.L	3.0
12201.wat.S.A.1.pro.L	3.0
12201.mock.community.d7.pro.H	3.0
12201.mc.d7.2.pro.L	2.0
12201.mc.d8.1.pro.L	2.0
